doc_id	OID	GID	oriSent	genSent	repToken	oriConsistent	pairConsistent	goldCoref	goldCorefText	oriCoref	oriCorefText	newCoref	newCorefText	pairPrecision	pairRecall	oriDepth	newDepth	depthConsistent	keepTest
mz/sinorama/10/ectb_1049	0	16	"Students, who have enough money to keep several streets of shops going, carelessly wheel their motorcycles through the narrow streets, their minds elsewhere, thinking of youthful fun or romance."	"Students, who have enough money to keep several streets of shops going, carelessly wheel their motorcycles through the narrow streets, their minds elsewhere, thinking of youthful fun or Romance."	romance -> Romance	FALSE	TRUE	"[[[23, 23], [16, 16], [0, 11]]]"	"[['their', 'their', 'Students , who have enough money to keep several streets of shops']]"	"[[[0, 12], [16, 16], [23, 23]]]"	"[['Students, who have enough money to keep several streets of shops going', 'their', 'their']]"	"[[[0, 12], [16, 16], [23, 23]]]"	"[['Students, who have enough money to keep several streets of shops going', 'their', 'their']]"	100	100	"{17, 3, 4}"	"{17, 3, 4}"	TRUE	TRUE
mz/sinorama/10/ectb_1049	0	15	"Students, who have enough money to keep several streets of shops going, carelessly wheel their motorcycles through the narrow streets, their minds elsewhere, thinking of youthful fun or romance."	"Students, who have enough money to keep several streets of shops going, carelessly wheel their motorcycles through the narrow streets, their minds elsewhere, thinking of youthful fun or romanticism."	romance -> romanticism	FALSE	TRUE	"[[[23, 23], [16, 16], [0, 11]]]"	"[['their', 'their', 'Students , who have enough money to keep several streets of shops']]"	"[[[0, 12], [16, 16], [23, 23]]]"	"[['Students, who have enough money to keep several streets of shops going', 'their', 'their']]"	"[[[0, 12], [16, 16], [23, 23]]]"	"[['Students, who have enough money to keep several streets of shops going', 'their', 'their']]"	100	100	"{17, 3, 4}"	"{17, 3, 4}"	TRUE	TRUE
mz/sinorama/10/ectb_1049	0	9	"Students, who have enough money to keep several streets of shops going, carelessly wheel their motorcycles through the narrow streets, their minds elsewhere, thinking of youthful fun or romance."	"Students, who have enough money to keep several streets of shops going, carelessly wheel their motorcycles through the narrow streets, their minds elsewhere, thinking of young fun or romance."	youthful -> young	FALSE	TRUE	"[[[23, 23], [16, 16], [0, 11]]]"	"[['their', 'their', 'Students , who have enough money to keep several streets of shops']]"	"[[[0, 12], [16, 16], [23, 23]]]"	"[['Students, who have enough money to keep several streets of shops going', 'their', 'their']]"	"[[[0, 12], [16, 16], [23, 23]]]"	"[['Students, who have enough money to keep several streets of shops going', 'their', 'their']]"	100	100	"{17, 3, 4}"	"{17, 3, 4}"	TRUE	TRUE
mz/sinorama/10/ectb_1049	0	8	"Students, who have enough money to keep several streets of shops going, carelessly wheel their motorcycles through the narrow streets, their minds elsewhere, thinking of youthful fun or romance."	"Students, who have enough money to keep several streets of shops going, carelessly wheel their motorcycles through the wide streets, their minds elsewhere, thinking of youthful fun or romance."	narrow -> wide	FALSE	TRUE	"[[[23, 23], [16, 16], [0, 11]]]"	"[['their', 'their', 'Students , who have enough money to keep several streets of shops']]"	"[[[0, 12], [16, 16], [23, 23]]]"	"[['Students, who have enough money to keep several streets of shops going', 'their', 'their']]"	"[[[0, 12], [16, 16], [23, 23]]]"	"[['Students, who have enough money to keep several streets of shops going', 'their', 'their']]"	100	100	"{17, 3, 4}"	"{17, 3, 4}"	TRUE	TRUE
mz/sinorama/10/ectb_1049	0	12	"Students, who have enough money to keep several streets of shops going, carelessly wheel their motorcycles through the narrow streets, their minds elsewhere, thinking of youthful fun or romance."	"Students, who have enough money to keep several streets of shops going, carelessly wheel their motorcycles through the narrow streets, their minds elsewhere, thinking of youthful merriment or romance."	fun -> merriment	FALSE	TRUE	"[[[23, 23], [16, 16], [0, 11]]]"	"[['their', 'their', 'Students , who have enough money to keep several streets of shops']]"	"[[[0, 12], [16, 16], [23, 23]]]"	"[['Students, who have enough money to keep several streets of shops going', 'their', 'their']]"	"[[[0, 12], [16, 16], [23, 23]]]"	"[['Students, who have enough money to keep several streets of shops going', 'their', 'their']]"	100	100	"{17, 3, 4}"	"{17, 3, 4}"	TRUE	TRUE
mz/sinorama/10/ectb_1049	0	11	"Students, who have enough money to keep several streets of shops going, carelessly wheel their motorcycles through the narrow streets, their minds elsewhere, thinking of youthful fun or romance."	"Students, who have enough money to keep several streets of shops going, carelessly wheel their motorcycles through the narrow streets, their minds elsewhere, thinking of youthful play or romance."	fun -> play	FALSE	TRUE	"[[[23, 23], [16, 16], [0, 11]]]"	"[['their', 'their', 'Students , who have enough money to keep several streets of shops']]"	"[[[0, 12], [16, 16], [23, 23]]]"	"[['Students, who have enough money to keep several streets of shops going', 'their', 'their']]"	"[[[0, 12], [16, 16], [23, 23]]]"	"[['Students, who have enough money to keep several streets of shops going', 'their', 'their']]"	100	100	"{17, 3, 4}"	"{17, 3, 4}"	TRUE	TRUE
mz/sinorama/10/ectb_1049	0	5	"Students, who have enough money to keep several streets of shops going, carelessly wheel their motorcycles through the narrow streets, their minds elsewhere, thinking of youthful fun or romance."	"Students, who have enough money to keep several streets of shops going, raffishly wheel their motorcycles through the narrow streets, their minds elsewhere, thinking of youthful fun or romance."	carelessly -> raffishly	FALSE	TRUE	"[[[23, 23], [16, 16], [0, 11]]]"	"[['their', 'their', 'Students , who have enough money to keep several streets of shops']]"	"[[[0, 12], [16, 16], [23, 23]]]"	"[['Students, who have enough money to keep several streets of shops going', 'their', 'their']]"	"[[[0, 12], [16, 16], [23, 23]]]"	"[['Students, who have enough money to keep several streets of shops going', 'their', 'their']]"	100	100	"{17, 3, 4}"	"{17, 3, 4}"	TRUE	TRUE
bn/abc/00/abc_0069	1	2	CIA officials say they never received it.	CIA officials suppose they never received it.	say -> suppose	FALSE	FALSE	"[[[0, 1], [3, 3]]]"	"[['CIA officials', 'they']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/abc/00/abc_0069	1	9	CIA officials say they never received it.	CIA officials say they never meet it.	received -> meet	FALSE	FALSE	"[[[0, 1], [3, 3]]]"	"[['CIA officials', 'they']]"	[]	[]	"[[[0, 0], [3, 3]]]"	"[['CIA', 'they']]"	0	0	set()	"{3, 6}"	FALSE	TRUE
bn/abc/00/abc_0069	1	6	CIA officials say they never received it.	CIA officials allege they never received it.	say -> allege	FALSE	FALSE	"[[[0, 1], [3, 3]]]"	"[['CIA officials', 'they']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/abc/00/abc_0069	1	4	CIA officials say they never received it.	CIA officials enounce they never received it.	say -> enounce	FALSE	FALSE	"[[[0, 1], [3, 3]]]"	"[['CIA officials', 'they']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/abc/00/abc_0069	1	0	CIA officials say they never received it.	CIA officials enjoin they never received it.	say -> enjoin	FALSE	FALSE	"[[[0, 1], [3, 3]]]"	"[['CIA officials', 'they']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/abc/00/abc_0069	1	3	CIA officials say they never received it.	CIA officials read they never received it.	say -> read	FALSE	FALSE	"[[[0, 1], [3, 3]]]"	"[['CIA officials', 'they']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/abc/00/abc_0069	1	1	CIA officials say they never received it.	CIA officials tell they never received it.	say -> tell	FALSE	FALSE	"[[[0, 1], [3, 3]]]"	"[['CIA officials', 'they']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/abc/00/abc_0069	1	7	CIA officials say they never received it.	CIA officials articulate they never received it.	say -> articulate	FALSE	FALSE	"[[[0, 1], [3, 3]]]"	"[['CIA officials', 'they']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/abc/00/abc_0069	1	8	CIA officials say they never received it.	CIA officials say they ever received it.	never -> ever	FALSE	FALSE	"[[[0, 1], [3, 3]]]"	"[['CIA officials', 'they']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/abc/00/abc_0069	1	5	CIA officials say they never received it.	CIA officials enunciate they never received it.	say -> enunciate	FALSE	FALSE	"[[[0, 1], [3, 3]]]"	"[['CIA officials', 'they']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE
bn/voa/02/voa_0209	2	0	"Thank you very much, Tony."	"Thank you very often, Tony."	much -> often	TRUE	TRUE	"[[[1, 1], [5, 5]]]"	"[['you', 'Tony']]"	"[[[1, 1], [5, 5]]]"	"[['you', 'Tony']]"	"[[[1, 1], [5, 5]]]"	"[['you', 'Tony']]"	100	100	{4}	{4}	TRUE	TRUE
bn/voa/02/voa_0209	2	2	"Thank you very much, Tony."	"Thank you very practically, Tony."	much -> practically	TRUE	TRUE	"[[[1, 1], [5, 5]]]"	"[['you', 'Tony']]"	"[[[1, 1], [5, 5]]]"	"[['you', 'Tony']]"	"[[[1, 1], [5, 5]]]"	"[['you', 'Tony']]"	100	100	{4}	{4}	TRUE	TRUE
bn/voa/02/voa_0209	2	1	"Thank you very much, Tony."	"Thank you very lots, Tony."	much -> lots	TRUE	TRUE	"[[[1, 1], [5, 5]]]"	"[['you', 'Tony']]"	"[[[1, 1], [5, 5]]]"	"[['you', 'Tony']]"	"[[[1, 1], [5, 5]]]"	"[['you', 'Tony']]"	100	100	{4}	{4}	TRUE	TRUE
mz/sinorama/10/ectb_1009	3	7	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$ 60 million."	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan concern associations throughout mainland China contributed NT$60 million."	business -> concern	TRUE	TRUE	"[[[13, 13], [8, 8]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	100	100	"{10, 7}"	"{10, 7}"	TRUE	TRUE
mz/sinorama/10/ectb_1009	3	3	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$ 60 million."	"Chang notes that after the major temblor in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$60 million."	earthquake -> temblor	TRUE	TRUE	"[[[13, 13], [8, 8]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	100	100	"{10, 7}"	"{10, 7}"	TRUE	TRUE
mz/sinorama/10/ectb_1009	3	15	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$ 60 million."	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland PRC contributed NT$60 million."	China -> PRC	TRUE	TRUE	"[[[13, 13], [8, 8]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	100	100	"{10, 7}"	"{10, 7}"	TRUE	TRUE
mz/sinorama/10/ectb_1009	3	2	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$ 60 million."	"Chang notes that after the major quake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$60 million."	earthquake -> quake	TRUE	TRUE	"[[[13, 13], [8, 8]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	100	100	"{10, 7}"	"{10, 7}"	TRUE	TRUE
mz/sinorama/10/ectb_1009	3	16	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$ 60 million."	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland Cathay contributed NT$60 million."	China -> Cathay	TRUE	TRUE	"[[[13, 13], [8, 8]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	100	100	"{10, 7}"	"{10, 7}"	TRUE	TRUE
mz/sinorama/10/ectb_1009	3	9	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$ 60 million."	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan byplay associations throughout mainland China contributed NT$60 million."	business -> byplay	TRUE	TRUE	"[[[13, 13], [8, 8]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	100	100	"{10, 7}"	"{10, 7}"	TRUE	TRUE
mz/sinorama/10/ectb_1009	3	17	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$ 60 million."	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$60 1000000."	million -> 1000000	TRUE	TRUE	"[[[13, 13], [8, 8]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	100	100	"{10, 7}"	"{10, 7}"	TRUE	TRUE
mz/sinorama/10/ectb_1009	3	4	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$ 60 million."	"Chang notes that after the major seism in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$60 million."	earthquake -> seism	TRUE	TRUE	"[[[13, 13], [8, 8]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	100	100	"{10, 7}"	"{10, 7}"	TRUE	TRUE
mz/sinorama/10/ectb_1009	3	1	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$ 60 million."	"Chang notes that after the minor earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$60 million."	major -> minor	TRUE	TRUE	"[[[13, 13], [8, 8]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	100	100	"{10, 7}"	"{10, 7}"	TRUE	TRUE
mz/sinorama/10/ectb_1009	3	12	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$ 60 million."	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan clientele associations throughout mainland China contributed NT$60 million."	business -> clientele	TRUE	TRUE	"[[[13, 13], [8, 8]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	100	100	"{10, 7}"	"{10, 7}"	TRUE	TRUE
mz/sinorama/10/ectb_1009	3	0	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$ 60 million."	"Changjiang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$60 million."	Chang -> Changjiang	TRUE	TRUE	"[[[13, 13], [8, 8]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	100	100	"{10, 7}"	"{10, 7}"	TRUE	TRUE
mz/sinorama/10/ectb_1009	3	19	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$ 60 million."	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$60 billion."	million -> billion	TRUE	TRUE	"[[[13, 13], [8, 8]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	100	100	"{10, 7}"	"{10, 7}"	TRUE	TRUE
mz/sinorama/10/ectb_1009	3	18	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$ 60 million."	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$60 trillion."	million -> trillion	TRUE	TRUE	"[[[13, 13], [8, 8]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	100	100	"{10, 7}"	"{10, 7}"	TRUE	TRUE
mz/sinorama/10/ectb_1009	3	11	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$ 60 million."	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan job associations throughout mainland China contributed NT$60 million."	business -> job	TRUE	TRUE	"[[[13, 13], [8, 8]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	100	100	"{10, 7}"	"{10, 7}"	TRUE	TRUE
mz/sinorama/10/ectb_1009	3	10	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$ 60 million."	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan occupation associations throughout mainland China contributed NT$60 million."	business -> occupation	TRUE	TRUE	"[[[13, 13], [8, 8]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	100	100	"{10, 7}"	"{10, 7}"	TRUE	TRUE
mz/sinorama/10/ectb_1009	3	14	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$ 60 million."	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland Taiwan contributed NT$60 million."	China -> Taiwan	TRUE	FALSE	"[[[13, 13], [8, 8]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13], [17, 18]]]"	"[['Taiwan', 'Taiwan', 'mainland Taiwan']]"	33.33	100	"{10, 7}"	"{7, 8, 10}"	FALSE	TRUE
mz/sinorama/10/ectb_1009	3	13	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$ 60 million."	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan patronage associations throughout mainland China contributed NT$60 million."	business -> patronage	TRUE	TRUE	"[[[13, 13], [8, 8]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	100	100	"{10, 7}"	"{10, 7}"	TRUE	TRUE
mz/sinorama/10/ectb_1009	3	6	"Chang notes that after the major earthquake in Taiwan on September 21, Taiwan business associations throughout mainland China contributed NT$ 60 million."	"Chang notes that after the major earthquake in Taiwan on Sep 21, Taiwan business associations throughout mainland China contributed NT$60 million."	September -> Sep	TRUE	TRUE	"[[[13, 13], [8, 8]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	"[[[8, 8], [13, 13]]]"	"[['Taiwan', 'Taiwan']]"	100	100	"{10, 7}"	"{10, 7}"	TRUE	TRUE
